Country Name,3 digit country code,Date,"Dimension 1: Methodology, Standards & Classifications (MSC)",Dimension 1: System of National Accounts in use,Dimension 1: National Accounts base year ,Dimension 1: Classification of national industry,Dimension 1: CPI base year,Dimension 1: Classification of household consumption,Dimension 1: Classification of status of employment,Dimension 1: Central government accounting status,Dimension 1: Compilation of government finance statistics,Dimension 1: Compilation of monetary and financial statistics,Dimension 1: SDDS/e-GDDS subscription,Dimension 1: CRVS,Dimension 1: Business process,Dimension 2: Censuses and Surveys (CS),Dimension 2: Population & Housing census,Dimension 2: Agriculture census,Dimension 2: Business/establishment census,Dimension 2: Household Survey on income/consumption/expenditure/budget/Integrated Survey ,Dimension 2: Agriculture survey,Dimension 2: Labor Force Survey,Dimension 2: Health/Demographic survey,Dimension 2: Business/establishment survey,Dimension 3: Availability of Key Indicators (AKI),Dimension 3: Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),"Dimension 3: Prevalence of stunting, height for age (% of children under 5)",Dimension 3: Food Insecurity Experience Scale,"Dimension 3: Mortality rate, under-5 (per 1,000 live births)",Dimension 3: Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,Dimension 3: Maternal Mortality,Dimension 3: People using safely managed drinking water services (% of population),Dimension 3: Access to electricity (% of population),"Dimension 3: Unemployment, total (% of total labor force) (national estimate)","Dimension 3: Manufacturing, value added (% of GDP)","Dimension 3: Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Dimension 3: Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Dimension 3: Renewable energy consumption (% of total final energy consumption),Dimension 3: Households and NPISHs Final consumption expenditure (current LCU),Dimension 3: GNI (current LCU),Dimension 3: Quarterly GDP,"Dimension 3: Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Dimension 4: Dissemination Practices & Openness (DPO),Dimension 4: NSO has an Advance Release Calendar and it is published ,Dimension 4: NSO has a listing of surveys and microdata sets (or NADA),Dimension 4: NSO has a data portal,Dimension 4: Timeseries indicators are available for download in reusable format for free,"Dimension 4: Metadata is available providing definition, methodology, standards or classifications for existing data series",Dimension 4: NSO has conducted a user satisfaction survey,Dimension 4: Geospatial data available on relevant agency website,SPI Overall Score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zimbabwe,ZWE,2017,33.33333333333333,0.5,0.5,0.5,0.5,1,0,0,0.5,0,0.5,0,0,65,1,0,1,1,0.6,0.6,1,0,52.647058823529406,0.15,0.6,0,0.55,0,0.75,0,1,0.3,1,0.3,0.3,1,1,1,0,1,0,0,0,0,0,0,0,0,37.745098039215684,ZW,Harare,31.0672,-17.8312,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Zimbabwe,0.3,0.25,0.5,0.25,0.5,0.5,14236745
Afghanistan,AFG,2018,33.33333333333333,0.5,0,0,0,1,0,0.5,0.5,1,0.5,0,0,30,0,0.5,0,1,0,0.3,0.6,0,55.58823529411764,0,0.6,1,0.55,0.3,0.4,0,1,0.3,1,0,0.3,1,1,1,0,1,42.857142857142854,0,1,0,1,0,1,0,40.44467787114846,AF,Kabul,69.1761,34.5228,SAS,8S,South Asia,SAS,8S,South Asia,LIC,XM,Low income,IDX,XI,IDA,NA,0.3,0.25,0.15,0.25,0.5,0.5,37172386
Angola,AGO,2018,37.5,0.5,0,1,0.5,1,0,0,0,1,0.5,0,0,40,1,0,1,0.6,0,0,0.3,0.3,47.94117647058823,0.15,0.3,1,0,0,0.4,0,1,0,1,0,0.3,1,1,1,0,1,42.857142857142854,0,1,1,1,0,0,0,42.07457983193277,AO,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Angola,0,0,0.15,0.25,0.5,0.5,30809762
Albania,ALB,2018,83.33333333333334,1,1,1,0.5,1,0,1,1,1,0.5,1,1,57.49999999999999,1,1,0,1,0,1,0.6,0,70,1,0.3,1,1,0,0,1,0,1,1,0.3,0.3,1,1,1,1,1,100,1,1,1,1,1,1,1,77.70833333333334,AL,Tirane,19.8172,41.3317,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Albania,0.5,0.5,0,0,0.5,0.5,2866376
Argentina,ARG,2018,45.83333333333333,1,0,0.5,0,1,0,1,0,0,1,1,0,57.49999999999999,1,1,0,1,0,1,0.3,0.3,64.11764705882354,0,0,1,1,0.3,1,0,0,1,1,0.3,0.3,1,1,1,1,1,71.42857142857143,1,1,0,1,1,0,1,59.719887955182074,AR,Buenos Aires,-58.4173,-34.6118,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0.5,0.5,0.5,0.5,0.5,0.5,44494502
Armenia,ARM,2018,87.5,1,1,1,0.5,1,1,0.5,0.5,1,1,1,1,61.25000000000001,1,1,0,1,0.3,1,0.6,0,85.29411764705883,1,0.3,1,1,0.3,1,1,1,1,1,0.3,0.6,1,1,1,1,1,100,1,1,1,1,1,1,1,83.51102941176471,AM,Yerevan,44.509,40.1596,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Armenia,0.5,0.5,0.5,0.5,0.5,0.5,2951776
Antigua and Barbuda,ATG,2018,29.166666666666668,0.5,0,0.5,0,0,0,0,0,1,0.5,1,0,18.75,1,0.5,0,0,0,0,0,0,25.294117647058822,0,0,0,0,0,1,0,0,0,1,0,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,18.302696078431374,AG,Saint John's,-61.8456,17.1175,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,NA,0,0,0.5,0.5,0,0,96286
Azerbaijan,AZE,2018,79.16666666666666,0.5,1,1,1,1,1,0.5,0,1,0.5,1,1,45,1,1,0,1,0,0.6,0,0,62.94117647058823,0,0.3,0,0.8,0.3,1,1,0,1,1,0,0.3,1,1,1,1,1,100,1,1,1,1,1,1,1,71.77696078431373,AZ,Baku,49.8932,40.3834,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Azerbaijan,0.3,0.5,0.5,0.5,0.5,0.5,9939800
Burundi,BDI,2018,41.66666666666667,0.5,0,0.5,0.5,1,0,0,0,1,0.5,1,0,36.25,1,0,0,1,0.3,0,0.6,0,46.470588235294116,0.15,0.3,0,0.15,0.3,0.4,0,1,0.3,1,0,0.3,1,1,1,0,1,57.14285714285714,1,1,1,0,1,0,0,45.382528011204485,BI,Bujumbura,29.3639,-3.3784,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Burundi,0.15,0,0.15,0.25,0.5,0.5,11175378
Benin,BEN,2018,29.166666666666668,0.5,0,0.5,0.5,0,0,0,0.5,1,0.5,0,0,57.49999999999999,1,0,1,1,0,0.6,1,0,51.76470588235295,0.15,0.6,0,0.75,0.3,0.4,0,1,0,1,0.3,0.3,1,1,1,0,1,71.42857142857143,1,1,1,1,1,0,0,52.464985994397765,BJ,Porto-Novo,2.6323,6.4779,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Benin,0.5,0.25,0.15,0.25,0.5,0.5,11485048
Burkina Faso,BFA,2018,33.33333333333333,0.5,0,0.5,0.5,1,0,0,0,1,0.5,0,0,33.75,0.5,1,0,0.6,0,0,0.3,0.3,53.235294117647065,0.15,1,1,0,0.3,0,0,1,0.3,1,0,0.3,1,1,1,0,1,57.14285714285714,0,1,1,1,1,0,0,44.36537114845938,BF,Ouagadougou,-1.53395,12.3605,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Burkina Faso,0,0,0,0,0.5,0.5,19751535
Bangladesh,BGD,2018,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,61.25000000000001,1,1,0,0.6,0,1,1,0.3,75,0.15,1,1,1,0.6,0.4,1,1,1,1,0.3,0.3,1,1,1,0,1,42.857142857142854,0,1,0,1,1,0,0,51.026785714285715,BD,Dhaka,90.4113,23.7055,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IDX,XI,IDA,Bangladesh,0.5,0.5,0.15,0.25,0.5,0.5,161356039
Bulgaria,BGR,2018,91.66666666666666,1,1,1,1,1,1,1,1,1,1,1,0,62.5,1,1,0,1,1,1,0,0,77.6470588235294,1,0.3,1,1,0.3,1,1,0,1,1,0,0.6,1,1,1,1,1,100,1,1,1,1,1,1,1,82.95343137254902,BG,Sofia,23.3238,42.7105,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Bulgaria,0.5,0.5,0.5,0.5,0.5,0.5,7025037
Bosnia and Herzegovina,BIH,2018,62.5,0.5,1,1,0,1,0,1,0.5,1,0.5,1,0,36.25,1,0,0,0.6,0,1,0.3,0,67.94117647058823,0,0,1,1,0,0.65,1,0.6,1,1,0,0.3,1,1,1,1,1,71.42857142857143,1,1,1,0,1,1,0,59.52993697478992,BA,Sarajevo,18.4214,43.8607,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Bosnia and Herzegovina,0.5,0.5,0.15,0.5,0.5,0.5,3323929
Belarus,BLR,2018,83.33333333333334,1,1,1,1,1,0,0.5,0.5,1,1,1,1,36.25,1,0,0,1,0,0.6,0.3,0,67.05882352941177,1,0,0,1,0,0.8,1,0,1,1,0.3,0.3,1,1,1,1,1,85.71428571428571,1,1,1,1,1,1,0,68.0891106442577,BY,Minsk,27.5766,53.9678,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Belarus,0.5,0.5,0.3,0.5,0.5,0.5,9483499
Belize,BLZ,2018,29.166666666666668,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,61.25000000000001,1,1,0,1,0,1,0.6,0.3,56.470588235294116,0,0.3,0,1,0,1,0,1,1,1,0,0.3,1,1,1,0,1,85.71428571428571,1,1,1,1,1,0,1,58.150385154061624,BZ,Belmopan,-88.7713,17.2534,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Belize,0.5,0.5,0.5,0.5,0.5,0.5,383071
Bolivia,BOL,2018,16.666666666666664,0,0,0.5,0,0,0,0,0,1,0.5,0,0,56.25,1,1,0,1,0.6,0.6,0.3,0,54.70588235294118,1,0.3,0,0.4,0,0,0,0,1,1,0.3,0.3,1,1,1,1,1,57.14285714285714,0,1,1,1,0,0,1,46.191351540616246,BO,La Paz,-66.1936,-13.9908,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Bolivia,0.15,0.25,0,0,0.5,0.5,11353142
Brazil,BRA,2018,70.83333333333334,1,1,1,0.5,1,0,1,0,1,1,1,0,62.5,1,1,0,1,1,1,0,0,68.52941176470588,1,0,0,1,0.3,0.75,0,1,1,1,0.3,0.3,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,71.89425770308124,BR,Brasilia,-47.9292,-15.7801,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Brazil,0.5,0.5,0.5,0.25,0.5,0.5,209469333
Bhutan,BTN,2018,20.833333333333336,0.5,0,0,0,0,0,0.5,0,1,0.5,0,0,53.75,1,1,0,1,0,1,0.3,0,51.470588235294116,0.15,0,0,0,0,0,1,1,1,1,0.3,0.3,1,1,1,0,1,42.857142857142854,0,1,1,1,0,0,0,42.22776610644258,BT,Thimphu,89.6177,27.5768,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IDX,XI,IDA,Bhutan,0,0,0,0,0.5,0.5,754394
Botswana,BWA,2018,33.33333333333333,0.5,0,1,0,1,0,0,0,1,0.5,0,0,40,1,1,0,0.6,0,0,0.3,0.3,50,0.15,0,1,0,0,0.75,0,0,0,1,0.3,0.3,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,52.26190476190476,BW,Gaborone,25.9201,-24.6544,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Botswana,0,0,0.5,0.25,0.5,0.5,2254126
Central African Republic,CAF,2018,16.666666666666664,0,0,0.5,0,0,0,0,0,1,0.5,0,0,13.750000000000002,0.5,0,0,0.3,0,0,0.3,0,27.05882352941176,0,0.3,0,0,0,0,0,0,0,1,0,0.3,1,1,1,0,0,14.285714285714285,0,0,1,0,0,0,0,17.940301120448176,CF,Bangui,21.6407,5.63056,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Central African Republic,0,0,0,0,NA,NA,4666377
Chile,CHL,2018,70.83333333333334,1,1,0.5,0.5,1,0,0,0.5,1,1,1,1,56.25,1,0.5,0,1,0,1,0,1,77.94117647058823,1,0.6,1,1,0.3,0.75,1,1,1,1,0.3,0.3,1,1,1,1,0,100,1,1,1,1,1,1,1,76.25612745098039,CL,Santiago,-70.6475,-33.475,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Chile,0.5,0.5,0.5,0.25,0,0,18729160
China,CHN,2018,54.166666666666664,1,0.5,1,1,1,0,0.5,0.5,0,1,0,0,45,1,1,0,1,0,0.6,0,0,68.52941176470588,1,0.3,1,1,0.3,0.15,0,0,1,1,0.3,0.6,1,1,1,1,1,71.42857142857143,1,0,1,1,1,0,1,59.781162464986,CN,Beijing,116.286,40.0495,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,China,0.5,0.5,0.15,0,NA,NA,1392730000
Cote d'Ivoire,CIV,2018,29.166666666666668,0.5,0.5,0.5,0.5,0,0,0,0,1,0.5,0,0,55.00000000000001,1,1,0,0.6,0.3,0.3,0.6,0.6,57.64705882352942,0.15,0.3,1,0.75,0.3,0,1,0,1,1,0,0.3,1,1,1,0,1,57.14285714285714,0,1,1,1,1,0,0,49.739145658263304,CI,Yamoussoukro,-4.0305,5.332,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Cote d'Ivoire,0.5,0.25,0,0,0.5,0.5,25069229
Cameroon,CMR,2018,33.33333333333333,0.5,0,1,0,1,0,0,0,1,0.5,0,0,28.749999999999996,0.5,0,0,0.3,0,0.3,0.6,0.6,54.11764705882352,0.15,0.6,1,0.55,0.3,0,0,1,0.3,1,0,0.3,1,1,1,0,1,28.57142857142857,0,1,0,1,0,0,0,36.19310224089635,CM,Yaounde,11.5174,3.8721,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Cameroon,0.3,0.25,0,0,0.5,0.5,25216237
"Congo, Dem. Rep.",COD,2018,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,23.75,0,0,0,0.3,0,0,1,0.6,35.294117647058826,0,0.3,0,0,0,0.4,0,0,0,1,0,0.3,1,1,1,0,1,14.285714285714285,0,1,0,0,0,0,0,23.540791316526608,CD,Kinshasa,15.3222,-4.325,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,NA,0,0,0.15,0.25,NA,NA,84068091
"Congo, Rep.",COG,2018,20.833333333333336,0,0,0,0,1,0,0,0,1,0.5,0,0,30,0.5,1,0,0.3,0,0,0.6,0,42.94117647058823,0,0.3,0,0,0.3,0.4,1,0,0,1,0,0.3,1,1,1,0,1,14.285714285714285,0,0,0,0,1,0,0,27.015056022408963,CG,Brazzaville,15.2662,-4.2767,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,NA,0,0,0.15,0.25,0.5,0.5,5244363
Colombia,COL,2018,45.83333333333333,0.5,0,1,0,0,0,1,0,1,1,0,1,76.25,0.5,1,0,1,1,1,0.6,1,71.76470588235294,1,0.3,0,0,0.3,1,1,1,1,1,0.3,0.3,1,1,1,1,1,100,1,1,1,1,1,1,1,73.46200980392157,CO,Bogota,-74.082,4.60987,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Colombia,0,0,0.5,0.5,0.5,0.5,49648685
Comoros,COM,2018,25,0.5,0,0,0,1,0,0,0,1,0.5,0,0,33.75,1,0.5,0,0.6,0,0.3,0.3,0,27.941176470588236,0.15,0,0,0,0,0,0,0,0.3,0,0,0.3,1,1,1,0,1,28.57142857142857,0,0,1,1,0,0,0,28.8156512605042,KM,Moroni,43.2418,-11.6986,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Comoros,0,0,0,0,0.5,0.5,832322
Cabo Verde,CPV,2018,29.166666666666668,0.5,0,0,0,0,0,0.5,0,1,0.5,1,0,45,1,1,0,0.3,0,1,0,0.3,56.470588235294116,0.15,0,1,0.15,0,1,0,0,1,1,0,0.3,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,54.087885154061624,CV,Praia,-23.5087,14.9218,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Cabo Verde,0.15,0,0.5,0.5,0.5,0.5,543767
Costa Rica,CRI,2018,70.83333333333334,1,1,1,0.5,1,0,1,0,1,1,1,0,66.25,1,1,0,1,0,1,0.3,1,81.76470588235294,1,0,1,1,0.3,1,1,1,1,1,0.3,0.3,1,1,1,1,1,100,1,1,1,1,1,1,1,79.71200980392157,CR,San Jose,-84.0089,9.63701,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Costa Rica,0.5,0.5,0.5,0.5,0.5,0.5,4999441
Djibouti,DJI,2018,20.833333333333336,0.5,0,0,0,0,0,0,0.5,1,0.5,0,0,25,1,0,0,1,0,0,0,0,38.8235294117647,0.3,0,0,0,0,0,0,1,0,1,0,0.3,1,1,1,0,1,28.57142857142857,0,1,0,1,0,0,0,28.307072829131652,DJ,Djibouti,43.1425,11.5806,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Djibouti,0,0,NA,NA,0.5,0.5,958920
Dominica,DMA,2018,41.66666666666667,0.5,0,0.5,0.5,1,0,0,0,1,0.5,1,0,16.25,1,0,0,0.3,0,0,0,0,29.11764705882353,0,0,0,0.65,0,0,0,0,0,1,0,0.3,1,0,1,0,1,0,0,0,0,0,0,0,0,21.75857843137255,DM,Roseau,-61.39,15.2976,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,NA,0.15,0.5,NA,NA,0.5,0.5,71625
Dominican Republic,DOM,2018,45.83333333333333,1,0,1,0,1,0,1,0,1,0.5,0,0,45,1,0,0,1,0,1,0.6,0,64.41176470588235,1,0.3,0,0,0.3,0.75,0,1,1,1,0.3,0.3,1,1,1,1,1,71.42857142857143,0,1,1,1,1,0,1,56.668417366946784,DO,Santo Domingo,-69.8908,18.479,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Dominican Republic,0,0,0.5,0.25,0.5,0.5,10627165
Algeria,DZA,2018,29.166666666666668,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,38.75,1,0.5,1,0,0,0.3,0.3,0,42.94117647058823,0,0,0,1,0,0,0,0,1,1,0,0.3,1,1,1,0,1,57.14285714285714,0,1,1,1,1,0,0,42.00017507002801,DZ,Algiers,3.05097,36.7397,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Algeria,0.5,0.5,0,0,0.5,0.5,42228429
Ecuador,ECU,2018,45.83333333333333,1,0,1,0,1,0,0,0.5,1,1,0,0,68.75,1,0.5,1,1,0,1,0,1,80.88235294117646,1,0.3,1,0.8,0.3,0.75,1,1,1,1,0.3,0.3,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,70.29499299719888,EC,Quito,-78.5243,-0.229498,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Ecuador,0.3,0.5,0.5,0.25,0.5,0.5,17084357
"Egypt, Arab Rep.",EGY,2018,66.66666666666666,0.5,0.5,1,0.5,1,0,0,0.5,1,1,1,1,57.49999999999999,1,1,0,1,0,1,0.6,0,55.88235294117647,0,0.3,1,0,0.3,1,0,0,1,1,0.3,0.3,1,1,1,0.3,1,85.71428571428571,1,1,1,1,1,0,1,66.4408263305322,EG,Cairo,31.2461,30.0982,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,NA,0,0,0.5,0.5,0.5,0.5,98423595
Eritrea,ERI,2018,8.333333333333332,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.647058823529412,0,0,0,0,0,0,0,0,0,0,0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9950980392156863,ER,Asmara,38.9183,15.3315,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,NA,0,0,0,0,NA,NA,NA
Ethiopia,ETH,2018,16.666666666666664,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0,57.49999999999999,0.5,0.5,0,0,1,1,0.6,1,58.23529411764706,0.15,0.6,0,0.55,0.3,0.4,1,1,0.3,1,0.3,0.3,1,1,1,0,1,57.14285714285714,1,1,1,0,1,0,0,47.38620448179271,ET,Addis Ababa,38.7468,9.02274,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Ethiopia,0.3,0.25,0.15,0.25,0.5,0.5,109224559
Fiji,FJI,2018,54.166666666666664,1,0.5,1,0.5,1,0,0,0,1,0.5,1,0,45,1,1,0,1,0,0.6,0,0,41.1764705882353,0.15,0,0,0.65,0,0.3,0,1,0.6,1,0,0.3,1,0,1,0,1,71.42857142857143,1,1,0,1,1,0,1,52.942927170868344,FJ,Suva,178.399,-18.1149,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,Fiji,0.15,0.5,0.3,0,0.5,0.5,883483
"Micronesia, Fed. Sts.",FSM,2018,16.666666666666664,0.5,0,0,0,1,0,0,0,0,0.5,0,0,28.749999999999996,1,1,0,0.3,0,0,0,0,19.41176470588235,0,0,0,0,0,0,0,0,0.3,1,0,0,1,0,1,0,0,42.857142857142854,0,0,0,1,1,0,1,26.921393557422967,FM,Palikir,158.185,6.91771,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,NA,NA,0,0,112640
Gabon,GAB,2018,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,23.75,1,0,0,0.3,0,0.3,0.3,0,37.94117647058823,0.15,0,0,0,0,0,0,1,0,1,0,0.3,1,1,1,0,1,14.285714285714285,0,0,0,1,0,0,0,24.202556022408963,GA,Libreville,9.45162,0.38832,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Gabon,0,0,0,0,0.5,0.5,2119275
Georgia,GEO,2018,79.16666666666666,0.5,1,0.5,0.5,1,1,0.5,0.5,1,1,1,1,53.75,1,1,0,1,0.3,1,0,0,81.76470588235294,1,0,1,1,0.3,1,1,1,1,1,0.3,0.3,1,1,1,1,1,71.42857142857143,1,1,0,1,1,0,1,71.52748599439776,GE,Tbilisi,44.793,41.71,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Georgia,0.5,0.5,0.5,0.5,0.5,0.5,3726549
Ghana,GHA,2018,37.5,0.5,0,1,0,1,0,0.5,0,1,0.5,0,0,47.5,1,0,0.5,1,0,0.3,1,0,67.6470588235294,0.15,0.6,1,0.75,0,0.4,1,1,1,1,0.3,0.3,1,1,1,0,1,85.71428571428571,1,1,1,1,0,1,1,59.59033613445378,GH,Accra,-0.20795,5.57045,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Ghana,0.5,0.25,0.15,0.25,0.5,0.5,29767108
Guinea,GIN,2018,8.333333333333332,0.5,0,0,0,0,0,0,0,0,0.5,0,0,30,1,0.5,0,0.3,0,0,0.6,0,51.17647058823529,0,0.6,1,0.4,0,0.4,0,1,0,1,0,0.3,1,1,1,0,1,71.42857142857143,0,1,1,1,1,0,1,40.234593837535016,GN,Conakry,-13.7,9.51667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Guinea,0.15,0.25,0.15,0.25,NA,NA,12414318
"Gambia, The",GMB,2018,25,0.5,0,0.5,0,0,0,0.5,0,1,0.5,0,0,43.75,1,1,0,0.6,0,0.3,0.6,0,44.705882352941174,0.15,0.6,1,0,0,0.55,0,0,0,1,0,0.3,1,1,1,0,1,42.857142857142854,0,1,1,1,0,0,0,39.078256302521005,GM,Banjul,-16.5885,13.4495,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,"Gambia, The",0,0,0.3,0.25,0.5,0.5,2280102
Guinea-Bissau,GNB,2018,20.833333333333336,0.5,0,0,0.5,0,0,0,0,1,0.5,0,0,23.75,1,0,0,0.3,0,0,0.6,0,41.1764705882353,0,0.3,0,0,0,0.4,0,1,0,1,0,0.3,1,1,1,0,1,28.57142857142857,0,1,0,1,0,0,0,28.5828081232493,GW,Bissau,-15.1804,11.8037,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Guinea-Bissau,0,0,0.15,0.25,0.5,0.5,1874309
