Country Name,3 digit country code,Date,"Dimension 1: Methodology, Standards & Classifications (MSC)",Dimension 1: System of National Accounts in use,Dimension 1: National Accounts base year ,Dimension 1: Classification of national industry,Dimension 1: CPI base year,Dimension 1: Classification of household consumption,Dimension 1: Classification of status of employment,Dimension 1: Central government accounting status,Dimension 1: Compilation of government finance statistics,Dimension 1: Compilation of monetary and financial statistics,Dimension 1: SDDS/e-GDDS subscription,Dimension 1: CRVS,Dimension 1: Business process,Dimension 2: Censuses and Surveys (CS),Dimension 2: Population & Housing census,Dimension 2: Agriculture census,Dimension 2: Business/establishment census,Dimension 2: Household Survey on income/consumption/expenditure/budget/Integrated Survey ,Dimension 2: Agriculture survey,Dimension 2: Labor Force Survey,Dimension 2: Health/Demographic survey,Dimension 2: Business/establishment survey,Dimension 3: Availability of Key Indicators (AKI),Dimension 3: Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),Dimension 3: Food Insecurity Experience Scale,"Dimension 3: Mortality rate, under-5 (per 1,000 live births)",Dimension 3: Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,Dimension 3: Maternal Mortality,Dimension 3: People using safely managed drinking water services (% of population),Dimension 3: Access to electricity (% of population),"Dimension 3: Unemployment, total (% of total labor force) (national estimate)","Dimension 3: Manufacturing, value added (% of GDP)","Dimension 3: Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Dimension 3: Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Dimension 3: Renewable energy consumption (% of total final energy consumption),Dimension 3: Households and NPISHs Final consumption expenditure (current LCU),Dimension 3: Quarterly GDP,"Dimension 3: Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Dimension 4: Dissemination Practices & Openness (DPO),Dimension 4: NSO has an Advance Release Calendar and it is published ,Dimension 4: NSO has a listing of surveys and microdata sets (or NADA),Dimension 4: NSO has a data portal,Dimension 4: Timeseries indicators are available for download in reusable format for free,"Dimension 4: Metadata is available providing definition, methodology, standards or classifications for existing data series",Dimension 4: NSO has conducted a user satisfaction survey,Dimension 4: Geospatial data available on relevant agency website,SPI Overall Score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,2018,37.5,0.5,0,1,0.5,1,0,0,0,1,0.5,0,0,25,1,0,1,0,0,0,0,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,42.8571428571429,0,1,1,1,0,0,0,36.3392857142857,AO,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Angola,0,0,0,0,1,1,30809762
Albania,ALB,2018,83.3333333333333,1,1,1,0.5,1,0,1,1,1,0.5,1,1,50,1,1,0,1,0,1,0,0,66.6666666666667,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,75,AL,Tirane,19.8172,41.3317,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Albania,1,1,0,0,1,1,2866376
Argentina,ARG,2018,45.8333333333333,1,0,0.5,0,1,0,1,0,0,1,1,0,50,1,1,0,1,0,1,0,0,60,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,71.4285714285714,1,1,0,1,1,0,1,56.8154761904762,AR,Buenos Aires,-58.4173,-34.6118,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,1,1,1,1,1,1,44494502
Armenia,ARM,2018,87.5,1,1,1,0.5,1,1,0.5,0.5,1,1,1,1,50,1,1,0,1,0,1,0,0,80,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,79.375,AM,Yerevan,44.509,40.1596,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Armenia,1,1,1,1,1,1,2951776
Antigua and Barbuda,ATG,2018,29.1666666666667,0.5,0,0.5,0,0,0,0,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.4166666666667,AG,Saint John's,-61.8456,17.1175,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,NA,0,0,1,1,0,0,96286
Azerbaijan,AZE,2018,79.1666666666667,0.5,1,1,1,1,1,0.5,0,1,0.5,1,1,37.5,1,1,0,1,0,0,0,0,56.6666666666667,0,0,0.5,0,1,1,0,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,68.3333333333333,AZ,Baku,49.8932,40.3834,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Azerbaijan,0,1,1,1,1,1,9939800
Burundi,BDI,2018,41.6666666666667,0.5,0,0.5,0.5,1,0,0,0,1,0.5,1,0,25,1,0,0,1,0,0,0,0,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,57.1428571428571,1,1,1,0,1,0,0,39.2857142857143,BI,Bujumbura,29.3639,-3.3784,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Burundi,0,0,0,0,1,1,11175378
Benin,BEN,2018,29.1666666666667,0.5,0,0.5,0.5,0,0,0,0.5,1,0.5,0,0,50,1,0,1,1,0,0,1,0,36.6666666666667,0,0,0.5,0,0,0,1,0,1,0,0,1,1,0,1,71.4285714285714,1,1,1,1,1,0,0,46.8154761904762,BJ,Porto-Novo,2.6323,6.4779,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Benin,1,0,0,0,1,1,11485048
Burkina Faso,BFA,2018,33.3333333333333,0.5,0,0.5,0.5,1,0,0,0,1,0.5,0,0,12.5,0,1,0,0,0,0,0,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,35.7440476190476,BF,Ouagadougou,-1.53395,12.3605,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Burkina Faso,0,0,0,0,1,1,19751535
Bangladesh,BGD,2018,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,50,1,1,0,0,0,1,1,0,60,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,42.8571428571429,0,1,0,1,1,0,0,44.4642857142857,BD,Dhaka,90.4113,23.7055,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IDX,XI,IDA,Bangladesh,1,1,0,0,1,1,161356039
Bulgaria,BGR,2018,91.6666666666667,1,1,1,1,1,1,1,1,1,1,1,0,62.5,1,1,0,1,1,1,0,0,73.3333333333333,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,81.875,BG,Sofia,23.3238,42.7105,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Bulgaria,1,1,1,1,1,1,7025037
Bosnia and Herzegovina,BIH,2018,62.5,0.5,1,1,0,1,0,1,0.5,1,0.5,1,0,25,1,0,0,0,0,1,0,0,63.3333333333333,0,1,1,0,0.5,1,0,1,1,0,0,1,1,1,1,71.4285714285714,1,1,1,0,1,1,0,55.5654761904762,BA,Sarajevo,18.4214,43.8607,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Bosnia and Herzegovina,1,1,0,1,1,1,3323929
Belarus,BLR,2018,83.3333333333333,1,1,1,1,1,0,0.5,0.5,1,1,1,1,25,1,0,0,1,0,0,0,0,63.3333333333333,1,0,1,0,0.5,1,0,1,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,1,0,64.3452380952381,BY,Minsk,27.5766,53.9678,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Belarus,1,1,0,1,1,1,9483499
Belize,BLZ,2018,29.1666666666667,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,50,1,1,0,1,0,1,0,0,53.3333333333333,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,85.7142857142857,1,1,1,1,1,0,1,54.5535714285714,BZ,Belmopan,-88.7713,17.2534,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Belize,1,1,1,1,1,1,383071
Bolivia,BOL,2018,16.6666666666667,0,0,0.5,0,0,0,0,0,1,0.5,0,0,37.5,1,1,0,1,0,0,0,0,46.6666666666667,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,57.1428571428571,0,1,1,1,0,0,1,39.4940476190476,BO,La Paz,-66.1936,-13.9908,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Bolivia,0,0,0,0,1,1,11353142
Brazil,BRA,2018,70.8333333333333,1,1,1,0.5,1,0,1,0,1,1,1,0,62.5,1,1,0,1,1,1,0,0,63.3333333333333,1,0,1,0,0.5,0,1,1,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,0,1,70.5952380952381,BR,Brasilia,-47.9292,-15.7801,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Brazil,1,1,1,0,1,1,209469333
Bhutan,BTN,2018,20.8333333333333,0.5,0,0,0,0,0,0.5,0,1,0.5,0,0,50,1,1,0,1,0,1,0,0,46.6666666666667,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,42.8571428571429,0,1,1,1,0,0,0,40.0892857142857,BT,Thimphu,89.6177,27.5768,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IDX,XI,IDA,Bhutan,0,0,0,0,1,1,754394
Botswana,BWA,2018,33.3333333333333,0.5,0,1,0,1,0,0,0,1,0.5,0,0,25,1,1,0,0,0,0,0,0,43.3333333333333,0,1,0,0,0.5,0,0,0,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,0,1,46.8452380952381,BW,Gaborone,25.9201,-24.6544,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Botswana,0,0,1,0,1,1,2254126
Central African Republic,CAF,2018,16.6666666666667,0,0,0.5,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,14.2857142857143,0,0,1,0,0,0,0,12.7380952380952,CF,Bangui,21.6407,5.63056,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Central African Republic,0,0,0,0,NA,NA,4666377
Chile,CHL,2018,70.8333333333333,1,1,0.5,0.5,1,0,0,0.5,1,1,1,1,50,1,0,0,1,0,1,0,1,70,1,1,1,0,0.5,1,1,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,72.7083333333333,CL,Santiago,-70.6475,-33.475,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Chile,1,1,1,0,0,0,18729160
China,CHN,2018,54.1666666666667,1,0.5,1,1,1,0,0.5,0.5,0,1,0,0,37.5,1,1,0,1,0,0,0,0,60,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,71.4285714285714,1,0,1,1,1,0,1,55.7738095238095,CN,Beijing,116.286,40.0495,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,China,1,1,0,0,NA,NA,1392730000
Cote d'Ivoire,CIV,2018,29.1666666666667,0.5,0.5,0.5,0.5,0,0,0,0,1,0.5,0,0,25,1,1,0,0,0,0,0,0,50,0,1,0.5,0,0,1,0,1,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,40.3273809523809,CI,Yamoussoukro,-4.0305,5.332,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Cote d'Ivoire,1,0,0,0,1,1,25069229
Cameroon,CMR,2018,33.3333333333333,0.5,0,1,0,1,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,28.5714285714286,0,1,0,1,0,0,0,25.4761904761905,CM,Yaounde,11.5174,3.8721,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Cameroon,0,0,0,0,1,1,25216237
"Congo, Dem. Rep.",COD,2018,20.8333333333333,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,12.5,0,0,0,0,0,0,1,0,26.6666666666667,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,18.5714285714286,CD,Kinshasa,15.3222,-4.325,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,NA,0,0,0,0,NA,NA,84068091
"Congo, Rep.",COG,2018,20.8333333333333,0,0,0,0,1,0,0,0,1,0.5,0,0,12.5,0,1,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,14.2857142857143,0,0,0,0,1,0,0,20.2380952380952,CG,Brazzaville,15.2662,-4.2767,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,NA,0,0,0,0,1,1,5244363
Colombia,COL,2018,45.8333333333333,0.5,0,1,0,0,0,1,0,1,1,0,1,62.5,0,1,0,1,1,1,0,1,66.6666666666667,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,68.75,CO,Bogota,-74.082,4.60987,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Colombia,0,0,1,1,1,1,49648685
Comoros,COM,2018,25,0.5,0,0,0,1,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,28.5714285714286,0,0,1,1,0,0,0,21.5178571428571,KM,Moroni,43.2418,-11.6986,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Comoros,0,0,0,0,1,1,832322
Cabo Verde,CPV,2018,29.1666666666667,0.5,0,0,0,0,0,0.5,0,1,0.5,1,0,37.5,1,1,0,0,0,1,0,0,53.3333333333333,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,0,1,51.4285714285714,CV,Praia,-23.5087,14.9218,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Cabo Verde,0,0,1,1,1,1,543767
Costa Rica,CRI,2018,70.8333333333333,1,1,1,0.5,1,0,1,0,1,1,1,0,62.5,1,1,0,1,0,1,0,1,80,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,78.3333333333333,CR,San Jose,-84.0089,9.63701,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Costa Rica,1,1,1,1,1,1,4999441
Djibouti,DJI,2018,20.8333333333333,0.5,0,0,0,0,0,0,0.5,1,0.5,0,0,25,1,0,0,1,0,0,0,0,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,28.5714285714286,0,1,0,1,0,0,0,26.9345238095238,DJ,Djibouti,43.1425,11.5806,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Djibouti,0,0,NA,NA,1,1,958920
Dominica,DMA,2018,41.6666666666667,0.5,0,0.5,0.5,1,0,0,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,23.3333333333333,0,0,0.5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,19.375,DM,Roseau,-61.39,15.2976,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,NA,0,1,NA,NA,1,1,71625
Dominican Republic,DOM,2018,45.8333333333333,1,0,1,0,1,0,1,0,1,0.5,0,0,37.5,1,0,0,1,0,1,0,0,56.6666666666667,1,0,0,0,0.5,0,1,1,1,0,0,1,1,1,1,71.4285714285714,0,1,1,1,1,0,1,52.8571428571429,DO,Santo Domingo,-69.8908,18.479,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Dominican Republic,0,0,1,0,1,1,10627165
Algeria,DZA,2018,29.1666666666667,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,25,1,0,1,0,0,0,0,0,40,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,37.8273809523809,DZ,Algiers,3.05097,36.7397,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Algeria,1,1,0,0,1,1,42228429
Ecuador,ECU,2018,45.8333333333333,1,0,1,0,1,0,0,0.5,1,1,0,0,62.5,1,0,1,1,0,1,0,1,73.3333333333333,1,1,0.5,0,0.5,1,1,1,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,0,1,66.8452380952381,EC,Quito,-78.5243,-0.229498,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Ecuador,0,1,1,0,1,1,17084357
"Egypt, Arab Rep.",EGY,2018,66.6666666666667,0.5,0.5,1,0.5,1,0,0,0.5,1,1,1,1,50,1,1,0,1,0,1,0,0,46.6666666666667,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,85.7142857142857,1,1,1,1,1,0,1,62.2619047619048,EG,Cairo,31.2461,30.0982,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,NA,0,0,1,1,1,1,98423595
Eritrea,ERI,2018,8.33333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.75,ER,Asmara,38.9183,15.3315,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,NA,0,0,0,0,0,0,NA
Ethiopia,ETH,2018,16.6666666666667,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0,37.5,0,0,0,0,1,1,0,1,40,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,57.1428571428571,1,1,1,0,1,0,0,37.8273809523809,ET,Addis Ababa,38.7468,9.02274,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Ethiopia,0,0,0,0,1,1,109224559
Fiji,FJI,2018,54.1666666666667,1,0.5,1,0.5,1,0,0,0,1,0.5,1,0,37.5,1,1,0,1,0,0,0,0,30,0,0,0.5,0,0,0,1,0,1,0,0,1,0,0,1,71.4285714285714,1,1,0,1,1,0,1,48.2738095238095,FJ,Suva,178.399,-18.1149,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,Fiji,0,1,0,0,1,1,883483
"Micronesia, Fed. Sts.",FSM,2018,16.6666666666667,0.5,0,0,0,1,0,0,0,0,0.5,0,0,25,1,1,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,42.8571428571429,0,0,0,1,1,0,1,24.4642857142857,FM,Palikir,158.185,6.91771,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,NA,NA,0,0,112640
Gabon,GAB,2018,20.8333333333333,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,14.2857142857143,0,0,0,1,0,0,0,20.2380952380952,GA,Libreville,9.45162,0.38832,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Gabon,0,0,0,0,1,1,2119275
Georgia,GEO,2018,79.1666666666667,0.5,1,0.5,0.5,1,1,0.5,0.5,1,1,1,1,50,1,1,0,1,0,1,0,0,80,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,0,1,1,0,1,70.1488095238095,GE,Tbilisi,44.793,41.71,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Georgia,1,1,1,1,1,1,3726549
Ghana,GHA,2018,37.5,0.5,0,1,0,1,0,0.5,0,1,0.5,0,0,37.5,1,0,0,1,0,0,1,0,56.6666666666667,0,1,0.5,0,0,1,1,1,1,0,0,1,1,0,1,85.7142857142857,1,1,1,1,0,1,1,54.3452380952381,GH,Accra,-0.20795,5.57045,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Ghana,1,0,0,0,1,1,29767108
Guinea,GIN,2018,8.33333333333333,0.5,0,0,0,0,0,0,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,71.4285714285714,0,1,1,1,1,0,1,33.0654761904762,GN,Conakry,-13.7,9.51667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Guinea,0,0,0,0,NA,NA,12414318
"Gambia, The",GMB,2018,25,0.5,0,0.5,0,0,0,0.5,0,1,0.5,0,0,25,1,1,0,0,0,0,0,0,33.3333333333333,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,42.8571428571429,0,1,1,1,0,0,0,31.5476190476191,GM,Banjul,-16.5885,13.4495,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,"Gambia, The",0,0,0,0,1,1,2280102
Guinea-Bissau,GNB,2018,20.8333333333333,0.5,0,0,0.5,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,28.5714285714286,0,1,0,1,0,0,0,23.8095238095238,GW,Bissau,-15.1804,11.8037,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Guinea-Bissau,0,0,0,0,1,1,1874309
Equatorial Guinea,GNQ,2018,25,0.5,0,0,0,1,0,0,0,1,0.5,0,0,25,1,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,14.2857142857143,0,1,0,0,0,0,0,21.0714285714286,GQ,Malabo,8.7741,3.7523,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,0,0,0,0,1308974
Grenada,GRD,2018,33.3333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,25,1,1,0,0,0,0,0,0,43.3333333333333,0,0,0.5,0,1,1,0,1,1,0,0,1,0,0,1,14.2857142857143,0,0,0,1,0,0,0,28.9880952380952,GD,Saint George's,-61.7449,12.0653,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,NA,0,1,1,1,1,1,111454
Guatemala,GTM,2018,33.3333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,25,0,0,0,0,1,1,0,0,66.6666666666667,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,42.8571428571429,0,1,0,1,1,0,0,41.9642857142857,GT,Guatemala City,-90.5328,14.6248,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Guatemala,0,0,1,1,1,1,17247807
Guyana,GUY,2018,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,40,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,28.5714285714286,0,1,0,1,0,0,0,26.5178571428571,GY,Georgetown,-58.1548,6.80461,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,Guyana,0,0,1,1,1,1,779004
Honduras,HND,2018,37.5,0.5,0,0.5,0,1,0,1,0,1,0.5,0,0,37.5,1,0,0,1,0,1,0,0,56.6666666666667,1,1,0,0,0.5,0,1,1,1,0,0,1,1,0,1,71.4285714285714,0,1,1,1,1,1,0,50.7738095238095,HN,Tegucigalpa,-87.4667,15.1333,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Honduras,0,0,1,0,1,1,9587522
Croatia,HRV,2018,83.3333333333333,1,1,1,0.5,1,1,0,0.5,1,1,1,1,62.5,1,1,0,1,1,1,0,0,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,0,1,1,1,1,1,74.5535714285714,HR,Zagreb,15.9614,45.8069,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Croatia,1,1,1,1,0,0,4087843
Haiti,HTI,2018,20.8333333333333,0,0,0,0,1,0,0,0,1,0.5,0,0,25,0,1,0,1,0,0,0,0,26.6666666666667,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,42.8571428571429,0,1,0,1,1,0,0,28.8392857142857,HT,Port-au-Prince,-72.3288,18.5392,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Haiti,0,0,0,0,1,1,11123176
Indonesia,IDN,2018,54.1666666666667,1,0.5,1,0.5,0,0,0.5,1,1,1,0,0,62.5,1,1,0,1,0,1,0,1,60,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,69.1666666666667,ID,Jakarta,106.83,-6.19752,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Indonesia,0,0,0,0,1,1,267663435
