country,iso3c,date,SPI.D1.MSC,SPI.D1.1.SNAU,SPI.D1.2.NABY,SPI.D1.3.CNIN,SPI.D1.4.CPIBY,SPI.D1.5.HOUS,SPI.D1.6.EMPL,SPI.D1.7.CGOV,SPI.D1.8.FINA,SPI.D1.9.MONY,SPI.D1.10.IDDS,SPI.D1.11.CRVS,SPI.D1.12.GSBP,SPI.D2.CS,SPI.D2.1.POPU,SPI.D2.2.AGRI,SPI.D2.3.BIZZ,SPI.D2.4.HOUS,SPI.D2.5.AGRI,SPI.D2.6.LABR,SPI.D2.7.HLTH,SPI.D2.8.BIZZ,SPI.D3.AKI,SPI.D3.POV,SPI.D3.FIES,SPI.D3.CHLD.MORT,SPI.D3.SE.LPV.PRIM.BMP,SPI.D3.MMRT,SPI.D3.SH.H2O.SMDW.ZS,SPI.D3.ELEC,SPI.D3.SL.UEM.TOTL.NE.ZS,SPI.D3.NV.IND.MANF.ZS,SPI.D3.SI.SPR.PC40.ZG,SPI.D3.ER.H2O.FWST.ZS,SPI.D3.EG.FEC.RNEW.ZS,SPI.D3.NE.CON.PRVT.CN,SPI.D3.QUART.GDP,SPI.D3.DT.TDS.DPPF.XP.ZS,SPI.D4.DPO,SPI.D4.1.CALD,SPI.D4.2.NADA,SPI.D4.3.PORT,SPI.D4.4.TIME,SPI.D4.5.META,SPI.D4.6.USER,SPI.D4.7.GEOS,SPI.OVRL.SCR,iso2c,capital,long,lat,regionID,region_iso2c,region,adminID,admin_iso2c,admin,incomeID,income_iso2c,income,lendingID,lending_iso2c,lending,countryname,SPI.FREQ.D3.CHLD.MORT,SPI.QUAL.D3.CHLD.MORT,SPI.FREQ.D3.MMRT,SPI.QUAL.D3.MMRT,SPI.FREQ.D3.DT.TDS.DPPF.XP.ZS,SPI.QUAL.D3.DT.TDS.DPPF.XP.ZS,population
Argentina,ARG,2018,45.8333333333333,1,0,0.5,0,1,0,1,0,0,1,1,0,50,1,1,0,1,0,1,0,0,60,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,71.4285714285714,1,1,0,1,1,0,1,56.8154761904762,AR,Buenos Aires,-58.4173,-34.6118,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,1,1,1,1,1,1,44494502
Armenia,ARM,2018,87.5,1,1,1,0.5,1,1,0.5,0.5,1,1,1,1,50,1,1,0,1,0,1,0,0,80,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,79.375,AM,Yerevan,44.509,40.1596,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Armenia,1,1,1,1,1,1,2951776
Antigua and Barbuda,ATG,2018,29.1666666666667,0.5,0,0.5,0,0,0,0,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.4166666666667,AG,Saint John's,-61.8456,17.1175,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,NA,0,0,1,1,0,0,96286
Australia,AUS,2018,100,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3333333333333,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,NA,AU,Canberra,149.129,-35.282,EAS,Z4,East Asia & Pacific,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Australia,1,1,1,1,0,0,24982688
Austria,AUT,2018,91.6666666666667,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,NA,AT,Vienna,16.3798,48.2201,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Austria,1,1,1,1,0,0,8840521
Azerbaijan,AZE,2018,79.1666666666667,0.5,1,1,1,1,1,0.5,0,1,0.5,1,1,37.5,1,1,0,1,0,0,0,0,56.6666666666667,0,0,0.5,0,1,1,0,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,68.3333333333333,AZ,Baku,49.8932,40.3834,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Azerbaijan,0,1,1,1,1,1,9939800
Burundi,BDI,2018,41.6666666666667,0.5,0,0.5,0.5,1,0,0,0,1,0.5,1,0,25,1,0,0,1,0,0,0,0,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,57.1428571428571,1,1,1,0,1,0,0,39.2857142857143,BI,Bujumbura,29.3639,-3.3784,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Burundi,0,0,0,0,1,1,11175378
Belgium,BEL,2018,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,1,1,1,1,1,0,NA,BE,Brussels,4.36761,50.8371,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Belgium,1,1,1,1,0,0,11433256
Benin,BEN,2018,29.1666666666667,0.5,0,0.5,0.5,0,0,0,0.5,1,0.5,0,0,50,1,0,1,1,0,0,1,0,36.6666666666667,0,0,0.5,0,0,0,1,0,1,0,0,1,1,0,1,71.4285714285714,1,1,1,1,1,0,0,46.8154761904762,BJ,Porto-Novo,2.6323,6.4779,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Benin,1,0,0,0,1,1,11485048
Burkina Faso,BFA,2018,33.3333333333333,0.5,0,0.5,0.5,1,0,0,0,1,0.5,0,0,12.5,0,1,0,0,0,0,0,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,35.7440476190476,BF,Ouagadougou,-1.53395,12.3605,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Burkina Faso,0,0,0,0,1,1,19751535
Bangladesh,BGD,2018,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,50,1,1,0,0,0,1,1,0,60,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,42.8571428571429,0,1,0,1,1,0,0,44.4642857142857,BD,Dhaka,90.4113,23.7055,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IDX,XI,IDA,Bangladesh,1,1,0,0,1,1,161356039
Bulgaria,BGR,2018,91.6666666666667,1,1,1,1,1,1,1,1,1,1,1,0,62.5,1,1,0,1,1,1,0,0,73.3333333333333,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,81.875,BG,Sofia,23.3238,42.7105,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Bulgaria,1,1,1,1,1,1,7025037
Bahrain,BHR,2018,37.5,0.5,0.5,0.5,0,1,0,0,0.5,0,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3333333333333,0,0,0.5,0,1,1,0,0,1,0,0,1,1,1,0,57.1428571428571,0,1,1,1,1,0,0,NA,BH,Manama,50.5354,26.1921,MEA,ZQ,Middle East & North Africa,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,NA,0,1,1,1,0,0,1569439
"Bahamas, The",BHS,2018,37.5,1,0.5,1,0,0,0,0.5,1,0,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6666666666667,0,0,0.5,0,1,0,0,1,1,0,0,1,1,0,0,57.1428571428571,0,1,1,1,1,0,0,NA,BS,Nassau,-77.339,25.0661,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,NA,0,1,1,1,0,0,385640
Bosnia and Herzegovina,BIH,2018,62.5,0.5,1,1,0,1,0,1,0.5,1,0.5,1,0,25,1,0,0,0,0,1,0,0,63.3333333333333,0,1,1,0,0.5,1,0,1,1,0,0,1,1,1,1,71.4285714285714,1,1,1,0,1,1,0,55.5654761904762,BA,Sarajevo,18.4214,43.8607,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Bosnia and Herzegovina,1,1,0,1,1,1,3323929
Belarus,BLR,2018,83.3333333333333,1,1,1,1,1,0,0.5,0.5,1,1,1,1,25,1,0,0,1,0,0,0,0,63.3333333333333,1,0,1,0,0.5,1,0,1,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,1,0,64.3452380952381,BY,Minsk,27.5766,53.9678,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Belarus,1,1,0,1,1,1,9483499
Belize,BLZ,2018,29.1666666666667,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,50,1,1,0,1,0,1,0,0,53.3333333333333,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,85.7142857142857,1,1,1,1,1,0,1,54.5535714285714,BZ,Belmopan,-88.7713,17.2534,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Belize,1,1,1,1,1,1,383071
Bolivia,BOL,2018,16.6666666666667,0,0,0.5,0,0,0,0,0,1,0.5,0,0,37.5,1,1,0,1,0,0,0,0,46.6666666666667,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,57.1428571428571,0,1,1,1,0,0,1,39.4940476190476,BO,La Paz,-66.1936,-13.9908,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Bolivia,0,0,0,0,1,1,11353142
Brazil,BRA,2018,70.8333333333333,1,1,1,0.5,1,0,1,0,1,1,1,0,62.5,1,1,0,1,1,1,0,0,63.3333333333333,1,0,1,0,0.5,0,1,1,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,0,1,70.5952380952381,BR,Brasilia,-47.9292,-15.7801,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Brazil,1,1,1,0,1,1,209469333
Barbados,BRB,2018,33.3333333333333,0.5,0,0.5,0,0,0,0,0.5,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3333333333333,0,0,0,0,0.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,BB,Bridgetown,-59.6105,13.0935,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,NA,0,0,0,1,0,0,286641
Brunei Darussalam,BRN,2018,45.8333333333333,1,0.5,0.5,0,1,0,0,0,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.6666666666667,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,57.1428571428571,1,0,1,1,1,0,0,NA,BN,Bandar Seri Begawan,114.946,4.94199,EAS,Z4,East Asia & Pacific,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,NA,1,1,1,1,0,0,428962
Bhutan,BTN,2018,20.8333333333333,0.5,0,0,0,0,0,0.5,0,1,0.5,0,0,50,1,1,0,1,0,1,0,0,46.6666666666667,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,42.8571428571429,0,1,1,1,0,0,0,40.0892857142857,BT,Thimphu,89.6177,27.5768,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IDX,XI,IDA,Bhutan,0,0,0,0,1,1,754394
Botswana,BWA,2018,33.3333333333333,0.5,0,1,0,1,0,0,0,1,0.5,0,0,25,1,1,0,0,0,0,0,0,43.3333333333333,0,1,0,0,0.5,0,0,0,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,0,1,46.8452380952381,BW,Gaborone,25.9201,-24.6544,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Botswana,0,0,1,0,1,1,2254126
Central African Republic,CAF,2018,16.6666666666667,0,0,0.5,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,14.2857142857143,0,0,1,0,0,0,0,12.7380952380952,CF,Bangui,21.6407,5.63056,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Central African Republic,0,0,0,0,NA,NA,4666377
Canada,CAN,2018,91.6666666666667,1,1,1,0.5,1,1,1,0.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,NA,CA,Ottawa,-75.6919,45.4215,NAC,XU,North America,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Canada,1,1,1,1,0,0,37057765
Switzerland,CHE,2018,75,1,1,1,1,1,0,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,1,1,1,1,0,1,NA,CH,Bern,7.44821,46.948,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Switzerland,1,1,1,1,0,0,8513227
Chile,CHL,2018,70.8333333333333,1,1,0.5,0.5,1,0,0,0.5,1,1,1,1,50,1,0,0,1,0,1,0,1,70,1,1,1,0,0.5,1,1,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,72.7083333333333,CL,Santiago,-70.6475,-33.475,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Chile,1,1,1,0,0,0,18729160
China,CHN,2018,54.1666666666667,1,0.5,1,1,1,0,0.5,0.5,0,1,0,0,37.5,1,1,0,1,0,0,0,0,60,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,71.4285714285714,1,0,1,1,1,0,1,55.7738095238095,CN,Beijing,116.286,40.0495,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,China,1,1,0,0,NA,NA,1392730000
Cote d'Ivoire,CIV,2018,29.1666666666667,0.5,0.5,0.5,0.5,0,0,0,0,1,0.5,0,0,25,1,1,0,0,0,0,0,0,50,0,1,0.5,0,0,1,0,1,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,40.3273809523809,CI,Yamoussoukro,-4.0305,5.332,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Cote d'Ivoire,1,0,0,0,1,1,25069229
Cameroon,CMR,2018,33.3333333333333,0.5,0,1,0,1,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,28.5714285714286,0,1,0,1,0,0,0,25.4761904761905,CM,Yaounde,11.5174,3.8721,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Cameroon,0,0,0,0,1,1,25216237
"Congo, Dem. Rep.",COD,2018,20.8333333333333,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,12.5,0,0,0,0,0,0,1,0,26.6666666666667,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,18.5714285714286,CD,Kinshasa,15.3222,-4.325,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,NA,0,0,0,0,NA,NA,84068091
"Congo, Rep.",COG,2018,20.8333333333333,0,0,0,0,1,0,0,0,1,0.5,0,0,12.5,0,1,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,14.2857142857143,0,0,0,0,1,0,0,20.2380952380952,CG,Brazzaville,15.2662,-4.2767,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,NA,0,0,0,0,1,1,5244363
Colombia,COL,2018,45.8333333333333,0.5,0,1,0,0,0,1,0,1,1,0,1,62.5,0,1,0,1,1,1,0,1,66.6666666666667,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,68.75,CO,Bogota,-74.082,4.60987,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Colombia,0,0,1,1,1,1,49648685
Comoros,COM,2018,25,0.5,0,0,0,1,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,28.5714285714286,0,0,1,1,0,0,0,21.5178571428571,KM,Moroni,43.2418,-11.6986,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Comoros,0,0,0,0,1,1,832322
Cabo Verde,CPV,2018,29.1666666666667,0.5,0,0,0,0,0,0.5,0,1,0.5,1,0,37.5,1,1,0,0,0,1,0,0,53.3333333333333,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,0,1,51.4285714285714,CV,Praia,-23.5087,14.9218,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Cabo Verde,0,0,1,1,1,1,543767
Costa Rica,CRI,2018,70.8333333333333,1,1,1,0.5,1,0,1,0,1,1,1,0,62.5,1,1,0,1,0,1,0,1,80,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,78.3333333333333,CR,San Jose,-84.0089,9.63701,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Costa Rica,1,1,1,1,1,1,4999441
Cyprus,CYP,2018,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6666666666667,1,0,0.5,0,1,1,0,1,1,0,0,1,1,1,0,71.4285714285714,1,1,0,1,1,1,0,NA,CY,Nicosia,33.3736,35.1676,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Cyprus,0,1,1,1,0,0,1189265
Czech Republic,CZE,2018,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,NA,CZ,Prague,14.4205,50.0878,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Czech Republic,1,1,1,1,0,0,10629928
Germany,DEU,2018,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,NA,DE,Berlin,13.4115,52.5235,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Germany,1,1,1,1,0,0,82905782
Djibouti,DJI,2018,20.8333333333333,0.5,0,0,0,0,0,0,0.5,1,0.5,0,0,25,1,0,0,1,0,0,0,0,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,28.5714285714286,0,1,0,1,0,0,0,26.9345238095238,DJ,Djibouti,43.1425,11.5806,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Djibouti,0,0,NA,NA,1,1,958920
Dominica,DMA,2018,41.6666666666667,0.5,0,0.5,0.5,1,0,0,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,23.3333333333333,0,0,0.5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,19.375,DM,Roseau,-61.39,15.2976,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,NA,0,1,NA,NA,1,1,71625
Denmark,DNK,2018,83.3333333333333,1,1,1,1,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,71.4285714285714,1,1,1,1,1,0,0,NA,DK,Copenhagen,12.5681,55.6763,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Denmark,1,1,1,1,0,0,5793636
Dominican Republic,DOM,2018,45.8333333333333,1,0,1,0,1,0,1,0,1,0.5,0,0,37.5,1,0,0,1,0,1,0,0,56.6666666666667,1,0,0,0,0.5,0,1,1,1,0,0,1,1,1,1,71.4285714285714,0,1,1,1,1,0,1,52.8571428571429,DO,Santo Domingo,-69.8908,18.479,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Dominican Republic,0,0,1,0,1,1,10627165
Algeria,DZA,2018,29.1666666666667,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,25,1,0,1,0,0,0,0,0,40,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,37.8273809523809,DZ,Algiers,3.05097,36.7397,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Algeria,1,1,0,0,1,1,42228429
Ecuador,ECU,2018,45.8333333333333,1,0,1,0,1,0,0,0.5,1,1,0,0,62.5,1,0,1,1,0,1,0,1,73.3333333333333,1,1,0.5,0,0.5,1,1,1,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,0,1,66.8452380952381,EC,Quito,-78.5243,-0.229498,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Ecuador,0,1,1,0,1,1,17084357
"Egypt, Arab Rep.",EGY,2018,66.6666666666667,0.5,0.5,1,0.5,1,0,0,0.5,1,1,1,1,50,1,1,0,1,0,1,0,0,46.6666666666667,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,85.7142857142857,1,1,1,1,1,0,1,62.2619047619048,EG,Cairo,31.2461,30.0982,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,NA,0,0,1,1,1,1,98423595
Eritrea,ERI,2018,8.33333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.75,ER,Asmara,38.9183,15.3315,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,NA,0,0,0,0,0,0,NA
Spain,ESP,2018,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,1,1,1,1,1,0,NA,ES,Madrid,-3.70327,40.4167,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Spain,1,1,1,1,0,0,46796540
Estonia,EST,2018,83.3333333333333,1,1,1,1,1,1,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.3333333333333,1,1,0.5,0,1,1,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,NA,EE,Tallinn,24.7586,59.4392,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Estonia,0,1,1,1,0,0,1321977
Ethiopia,ETH,2018,16.6666666666667,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0,37.5,0,0,0,0,1,1,0,1,40,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,57.1428571428571,1,1,1,0,1,0,0,37.8273809523809,ET,Addis Ababa,38.7468,9.02274,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Ethiopia,0,0,0,0,1,1,109224559
Finland,FIN,2018,91.6666666666667,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,NA,FI,Helsinki,24.9525,60.1608,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Finland,1,1,1,1,0,0,5515525
Fiji,FJI,2018,54.1666666666667,1,0.5,1,0.5,1,0,0,0,1,0.5,1,0,37.5,1,1,0,1,0,0,0,0,30,0,0,0.5,0,0,0,1,0,1,0,0,1,0,0,1,71.4285714285714,1,1,0,1,1,0,1,48.2738095238095,FJ,Suva,178.399,-18.1149,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,Fiji,0,1,0,0,1,1,883483
France,FRA,2018,91.6666666666667,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,NA,FR,Paris,2.35097,48.8566,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,France,1,1,1,1,0,0,66977107
"Micronesia, Fed. Sts.",FSM,2018,16.6666666666667,0.5,0,0,0,1,0,0,0,0,0.5,0,0,25,1,1,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,42.8571428571429,0,0,0,1,1,0,1,24.4642857142857,FM,Palikir,158.185,6.91771,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,NA,NA,0,0,112640
Gabon,GAB,2018,20.8333333333333,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,14.2857142857143,0,0,0,1,0,0,0,20.2380952380952,GA,Libreville,9.45162,0.38832,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Gabon,0,0,0,0,1,1,2119275
